FID,Status,Score,Match_type,Match_addr,,AddNum,AddNumFrom,AddNumTo,StPreDir,StPreType,StName,StType,StDir,Nbrhd,City,Subregion,Region,Postal,PostalExt,Country,LangCode,Addr_type,StreetID,Distance,X,Y,DisplayX,DisplayY,Xmin,Ymin,Xmax,Ymax,ARC_Street,ARC_City,ARC_State,ARC_ZIP,UID,ProgType,Agency,ProgName,InvType,BedType,TargetPop,SubPop,PopB,PopC,McKVento,UtilizRate,Address,Address2,City_1,ZIP,GEOID,Contact,Title,Phone,Email,SPA,SD,CD,CTs,Beds,Units,PIT,SkidRow,Veterans
478,M,100,A,"18565 Soledad Canyon Rd, Canyon Country, CA, 91351",L,18565,18581,18501, , ,Soledad Canyon,Rd, , ,Canyon Country, ,CA,91351, ,USA,ENG,StreetAddress,6984000018,0,-118.457298,34.416402,-118.457298,34.416402,-118.507298,34.366402,-118.407298,34.466402,18565 Soledad Canyon Road #133,Canyon Country, ,91351,407-017050,TH,Family Promise of Santa Clarita Valley,Interfaith Hospitality Network,C,0,HC,Family,NA,NA,No,0.36,18565 Soledad Canyon Road #133, ,Canyon Country,91351,63356,Chris Najarro,Executive Director,(661) 251-2867,cnajarro@familypromisescv.org,SPA 2,SD 5,NA,920035,14, ,5, , 
479,M,100,A,"14129 Calvert St, Los Angeles, CA, 91401",R,14129,14101,14299, , ,Calvert,St, , ,Los Angeles, ,CA,91401, ,USA,ENG,StreetAddress,6984000017,0,-118.440705,34.18172,-118.440705,34.18172,-118.490705,34.13172,-118.390705,34.23172,14129 Calvert St.,Los Angeles, ,91401,011-001105,PSH,A Community of Friends,Cornerstone Apartments,C,0,SMF+HC,Family,NA,Mentally Ill,Yes,0.35,14129 Calvert St., ,Los Angeles,91401,62118,Dora Leong Gallo,CEO,(213) 480-0809,dgallo@acof.org,SPA 2,SD 3,CD 6,128210,60, ,21, , 
480,M,100,A,"8140 Sunland Blvd, Sun Valley, CA, 91352",R,8140,8100,8198, , ,Sunland,Blvd, , ,Sun Valley, ,CA,91352, ,USA,ENG,StreetAddress,6984000042,0,-118.369614,34.218272,-118.369614,34.218272,-118.419614,34.168272,-118.319614,34.268272,8140 SUNLAND BLVD,Sun Valley, ,91352,506-019700,TH,The Teen Project Inc,Freehab,C,0,SF,Youth,NA, ,No,0.45,8140 SUNLAND BLVD, ,Sun Valley,91352,62118,#N/A,#N/A,#N/A,#N/A,SPA 2,SD 3,CD 6,122110,74, ,33, , 
481,M,100,A,"8925 Glenoaks Blvd, Sun Valley, CA, 91352",L,8925,8875,8949, , ,Glenoaks,Blvd, , ,Sun Valley, ,CA,91352, ,USA,ENG,StreetAddress,6984000042,0,-118.36784,34.231143,-118.36784,34.231143,-118.41784,34.181143,-118.31784,34.281143,8925 Glenoaks Blvd,Sun Valley, ,91352,026-006884,PSH,LA Family Housing Corporation,Palo Verde,C,0,SMF,Individual,NA,Chronically Homeless,No,0.92,8925 Glenoaks Blvd, ,Sun Valley,91352,62118,John Horn,VP of Programs,(818) 982-4091,jhorn@lafh.org,SPA 2,SD 3,CD 6,121100,60, ,55, , 
482,M,100,A,"14406 Hamlin St, Los Angeles, CA, 91401",L,14406,14400,14498, , ,Hamlin,St, , ,Los Angeles, ,CA,91401, ,USA,ENG,StreetAddress,6984000017,0,-118.446717,34.188611,-118.446717,34.188611,-118.496717,34.138611,-118.396717,34.238611,14406 Hamlin Street,Los Angeles, ,91401,021-005818,PSH,Homes for Life Foundation,HFL Sequoia Apartments,C,0,SMF,Individual,NA,Chronically Homeless,Yes,1,14406 Hamlin Street, ,Los Angeles,91401,62118,Deborah Gibson,Executive Assistant,(310) 337-7417,dgibson@homesforlife.org,SPA 2,SD 3,CD 6,128100,12, ,12, , 
483,M,100,A,"14655 Blythe St, Panorama City, CA, 91402",R,14655,14641,14719, , ,Blythe,St, , ,Panorama City, ,CA,91402, ,USA,ENG,StreetAddress,6984000017,0,-118.452574,34.215262,-118.452574,34.215262,-118.502574,34.165262,-118.402574,34.265262,14655 Blythe Street,Panorama City, ,91402,415-017350,PSH,"AMCAL Multi-Housing, Inc.",Montecito Terraces,C,0,CO,Individual,NA,Seniors (Aged 55+),No,0,14655 Blythe Street, ,Panorama City,91402,62118,Matthew Segerdal,Senior Project Manager,(818) 706-0694 x 159,msegerdal@amcalhousing.com,SPA 2,SD 3,CD 6,120030,12, ,0, , 
484,M,100,A,"13457 Vanowen St, Los Angeles, CA, 91405",R,13457,13435,13499, , ,Vanowen,St, , ,Los Angeles, ,CA,91405, ,USA,ENG,StreetAddress,6984000017,0,-118.426203,34.193996,-118.426203,34.193996,-118.476203,34.143996,-118.376203,34.243996,13457 Vanowen St.,Los Angeles, ,91405,021-005813,PSH,Homes for Life Foundation,HFL Van Nuys Apartments,C,0,SMF,Individual,NA,Mentally Ill,Yes,1,13457 Vanowen St., ,Los Angeles,91405,62490,Deborah Gibson,Executive Assistant,(310) 337-7417,dgibson@homesforlife.org,SPA 2,SD 3,CD 2,123510,14, ,14, , 
485,M,100,A,"8904 Willis Ave, Los Angeles, CA, 91402",R,8904,8900,9044, , ,Willis,Ave, , ,Los Angeles, ,CA,91402, ,USA,ENG,StreetAddress,6984000017,0,-118.455217,34.231943,-118.455217,34.231943,-118.505217,34.181943,-118.405217,34.281943,8904 Willis Ave.,Los Angeles, ,91402,011-001122,PSH,A Community of Friends,Willis Avenue Apartments,C,0,SMF,Individual,NA,Chronically Homeless,Yes,1,8904 Willis Ave., ,Los Angeles,91402,62118,Dora Leong Gallo,CEO,(213) 480-0809,dgallo@acof.org,SPA 2,SD 3,CD 6,119340,41, ,41, , 
486,M,100,A,"14419 Vanowen St, Los Angeles, CA, 91405",R,14419,14401,14439, , ,Vanowen,St, , ,Los Angeles, ,CA,91405, ,USA,ENG,StreetAddress,6984000042,0,-118.447168,34.193992,-118.447168,34.193992,-118.497168,34.143992,-118.397168,34.243992,14419 Vanowen St.,Los Angeles, ,91405,021-005812,PSH,Homes for Life Foundation,HFL Vanowen Apartments,C,0,SMF,Individual,NA,Mentally Ill,Yes,1,14419 Vanowen St., ,Los Angeles,91405,62118,Deborah Gibson,Executive Assistant,(310) 337-7417,dgibson@homesforlife.org,SPA 2,SD 3,CD 6,127910,14, ,14, , 
487,M,100,A,"6721 Tyrone Ave, Van Nuys, CA, 91405",L,6721,6601,6725, , ,Tyrone,Ave, , ,Van Nuys, ,CA,91405, ,USA,ENG,StreetAddress,6984000017,0,-118.444406,34.192802,-118.444406,34.192802,-118.494406,34.142802,-118.394406,34.242802,6721 Tyrone Ave.,Van Nuys, ,91405,104-009458,TH,"San Fernando Valley Community Mental Health Center, Inc.",Tyrone Houses,C,0,SMF,Individual,NA,Mentally Ill,No,0.47,6721 Tyrone Ave., ,Van Nuys,91405,62118,Bonnie Roth,Asst. Director of Homeless Continuum,(818) 901-4836,broth@sfvcmhc.org,SPA 2,SD 3,CD 2,128100,15, ,7, , 
488,M,100,A,"14530 Sylvan St, Van Nuys, CA, 91411",L,14530,14522,14598, , ,Sylvan,St, , ,Van Nuys, ,CA,91411, ,USA,ENG,StreetAddress,6984000017,0,-118.449631,34.184597,-118.449631,34.184597,-118.499631,34.134597,-118.399631,34.234597,14530 Sylvan St.,Van Nuys, ,91411,229-002950,ES,Children of the Night,Children of the Night Housing Program,C,Facility-based beds,YMF,Youth,NA,Youth (Ages 12-17),No,0.62,14530 Sylvan St., ,Van Nuys,91411,62118,Fadwa Assad,Resource Specialist/Outreach for WOW Program,(818) 908- 4474 x 118,fassad@childrenofthenight.org,SPA 2,SD 3,CD 6,128303,24, ,15, , 
489,M,100,A,"14660 Oxnard St, Van Nuys, CA, 91411",L,14660,14600,14698, , ,Oxnard,St, , ,Van Nuys, ,CA,91411, ,USA,ENG,StreetAddress,6984000017,0,-118.452224,34.179341,-118.452224,34.179341,-118.502224,34.129341,-118.402224,34.229341,14660 Oxnard St.,Van Nuys, ,91411,104-009462,PSH,"San Fernando Valley Community Mental Health Center, Inc.",HACLA Shelter Plus Care Program,C,0,SMF,Individual,NA, ,Yes,0.88,14660 Oxnard St., ,Van Nuys,91411,62118,Bonnie Roth,Asst. Director of Homeless Continuum,(818) 901-4836,broth@sfvcmhc.org,SPA 2,SD 3,CD 4,128400,25, ,22, , 
490,M,100,A,"14660 Oxnard St, Van Nuys, CA, 91411",L,14660,14600,14698, , ,Oxnard,St, , ,Van Nuys, ,CA,91411, ,USA,ENG,StreetAddress,6984000017,0,-118.452224,34.179341,-118.452224,34.179341,-118.502224,34.129341,-118.402224,34.229341,14660 Oxnard St.,Van Nuys, ,91411,104-009464,RRH,"San Fernando Valley Community Mental Health Center, Inc.",SSVF - Supportive Services for Veteran Families,C,0,SMF+HC,Family,NA, ,No,1,14660 Oxnard St., ,Van Nuys,91411,62118,Bonnie Roth,Asst. Director of Homeless Continuum,(818) 901-4836,broth@sfvcmhc.org,SPA 2,SD 3,CD 4,128400,8, ,8, , 
491,M,100,A,"14660 Oxnard St, Van Nuys, CA, 91411",L,14660,14600,14698, , ,Oxnard,St, , ,Van Nuys, ,CA,91411, ,USA,ENG,StreetAddress,6984000017,0,-118.452224,34.179341,-118.452224,34.179341,-118.502224,34.129341,-118.402224,34.229341,14660 Oxnard St.,Van Nuys, ,91411,104-009460,OPH,"San Fernando Valley Community Mental Health Center, Inc.",Homeless Section 8 Voucher Program (HACLA),C,0,SMF+HC,Family,NA,Mentally Ill,Yes,0.76,14660 Oxnard St., ,Van Nuys,91411,62118,Bonnie Roth,Asst. Director of Homeless Continuum,(818) 901-4836,broth@sfvcmhc.org,SPA 2,SD 3,CD 6,127910,17, ,13, , 
492,M,100,A,"13604 Sherman Way, Van Nuys, CA, 91405",R,13604,13698,13528, , ,Sherman,Way, , ,Van Nuys, ,CA,91405, ,USA,ENG,StreetAddress,6984000017,0,-118.429484,34.201151,-118.429484,34.201151,-118.479484,34.151151,-118.379484,34.251151,13604 Sherman Way,Van Nuys, ,91405,036-009836,PSH,Skid Row Housing Trust,Crest Apartments,U,0,SMF,Individual,NA, ,Yes,0,13604 Sherman Way, ,Van Nuys,91405,62118,LaCheryl Porter,Housing Operations Director,(213) 683-0522,lacheryl@skidrow.org,SPA 4,#N/A,CD 2,0,63, ,0, , 
493,M,100,PP, , , , , , , , , , , , , , , , , , , , ,0,-118.442167,34.153001,0,0,0,0,0,0,CONFIDENTIAL,SHERMAN OAKS, ,91423,109-006206,TH,Jewish Family Services of Los Angeles,Family Violence Project/Hope Cottage,C,0,SFHC,Family,DV, ,Yes,1,Confidential, ,Sherman Oaks,91423,62118,#N/A,#N/A,#N/A,#N/A,SPA 2,SD 2,CD 4,141700,20, ,20, , 
494,M,100,PP, , , , , , , , , , , , , , , , , , , , ,0,-118.335,34.203435,0,0,0,0,0,0,CONFIDENTIAL,BURBANK, ,91504,221-002200,TH,Burbank Housing Corporation,Puerta Nueva Transitional Facility,C,0,SFHC,Family,DV,NA,No,1,Confidential, ,Burbank,91504,60456,Laurie Bleick,Director,(818) 845-7671,lauriebjb@yahoo.com,SPA 2,SD 5,NA,310600,14, ,14, , 
495,M,100,A,"14660 Oxnard St, Van Nuys, CA, 91411",L,14660,14600,14698, , ,Oxnard,St, , ,Van Nuys, ,CA,91411, ,USA,ENG,StreetAddress,6984000017,0,-118.452224,34.179341,-118.452224,34.179341,-118.502224,34.129341,-118.402224,34.229341,14660 Oxnard St.,Van Nuys, ,91411,104-009466,RRH,"San Fernando Valley Community Mental Health Center, Inc.",Diversion 50,C,0,SMF,Individual,NA, ,No,0.33,14660 Oxnard St., ,Van Nuys,91411,62118,Bonnie Roth,Asst. Director of Homeless Continuum,(818) 901-4836,broth@sfvcmhc.org,SPA 2,SD 3,CD 4,128400,15, ,5, , 
496,M,100,A,"13751 Sherman Way, Van Nuys, CA, 91405",L,13751,13899,13701, , ,Sherman,Way, , ,Van Nuys, ,CA,91405, ,USA,ENG,StreetAddress,6984000042,0,-118.432413,34.201266,-118.432413,34.201266,-118.482413,34.151266,-118.382413,34.251266,13751 Sherman Way,Van Nuys, ,91405,365-014652,PSH,Abode Communities,Ivy Terrace,C,0,SMF+HC,Family,NA, ,Yes,1,13751 Sherman Way, ,Van Nuys,91405,62118,Robin Hughes,President and Chief Executive Officer,(213) 629-2701,info@abodecommunities.org,SPA 2,SD 3,CD 2,127101,45, ,45, , 
497,M,100,A,"5530 Klump Ave, Los Angeles, CA, 91601",R,5530,5500,5598, , ,Klump,Ave, , ,Los Angeles, ,CA,91601, ,USA,ENG,StreetAddress,6984000022,0,-118.375132,34.170683,-118.375132,34.170683,-118.425132,34.120683,-118.325132,34.220683,5530 Klump Ave.,Los Angeles, ,91601,021-005811,PSH,Homes for Life Foundation,HFL Garden Villa Apartments,C,0,SMF,Individual,NA,Mentally Ill,Yes,1,5530 Klump Ave., ,Los Angeles,91601,62118,Deborah Gibson,Executive Assistant,(310) 337-7417,dgibson@homesforlife.org,SPA 2,SD 3,CD 2,125310,20, ,20, , 
498,M,100,A,"5120 Klump Ave, North Hollywood, CA, 91601",R,5120,5100,5198, , ,Klump,Ave, , ,North Hollywood, ,CA,91601, ,USA,ENG,StreetAddress,6984000017,0,-118.375663,34.163404,-118.375663,34.163404,-118.425663,34.113404,-118.325663,34.213404,5120 Klump Avenue,North Hollywood, ,91601,026-006891,PSH,LA Family Housing Corporation,Klump Apartments,C,0,SMF,Individual,NA,NA,No,0.8,5120 Klump Avenue, ,North Hollywood,91601,62118,Kris Freed,Director of Homeless Services for Familes,(818) 982-4091,kfreed@lafh.org,SPA 2,SD 3,CD 2,125400,15, ,12, , 
499,M,100,A,"5525 Klump Ave, Los Angeles, CA, 91601",L,5525,5501,5599, , ,Klump,Ave, , ,Los Angeles, ,CA,91601, ,USA,ENG,StreetAddress,6984000022,0,-118.375264,34.170557,-118.375264,34.170557,-118.425264,34.120557,-118.325264,34.220557,5525 Klump Ave.,Los Angeles, ,91601,234-003403,PSH,PATH Ventures,NoHo Senior Villas,C,0,SMF,Individual,NA,Chronically Homeless,No,1,5525 Klump Ave., ,Los Angeles,91601,62118,Candice Hung,Project Manager,(213) 316-0108,chung@mhala.org,SPA 2,SD 3,CD 2,125310,30, ,30, , 
500,M,89.04,A,"1819 Grismer Ave, Burbank, CA, 91504",L,1819,1521,1899, , ,Grismer,Ave, , ,Burbank, ,CA,91504, ,USA,ENG,StreetAddress,6984000007,0,-118.325488,34.194832,-118.325488,34.194832,-118.375488,34.144832,-118.275488,34.244832,1819 Grismer,Burbank, ,91504,221-002201,TH,Burbank Housing Corporation,Home Front,C,0,HC,Family,NA,NA,No,1,1819 Grismer, ,Burbank,91504,60456,Laurie Bleick,Director,(818) 845-7671,lauribjb@yahoo.com,SPA 2,SD 5,NA,310600,25, ,25, , 
501,M,100,A,"7843 Lankershim Blvd, Los Angeles, CA, 91605",L,7843,7801,7899, , ,Lankershim,Blvd, , ,Los Angeles, ,CA,91605, ,USA,ENG,StreetAddress,6984000010,0,-118.38785,34.212874,-118.38785,34.212874,-118.43785,34.162874,-118.33785,34.262874,7843 Lankershim Blvd.,Los Angeles, ,91605,026-006890,RRH,LA Family Housing Corporation,FSC Rapid Re-Housing,C,0,HC,Family,NA,NA,Yes,1,7843 Lankershim Blvd., ,Los Angeles,91605,62118,Kris Freed,Director of Homeless Services for Familes,(818) 982-4091,kfreed@lafh.org,SPA 2,SD 3,CD 6,121800,57, ,57, , 
502,M,89.04,A,"1819 Grismer Ave, Burbank, CA, 91504",L,1819,1521,1899, , ,Grismer,Ave, , ,Burbank, ,CA,91504, ,USA,ENG,StreetAddress,6984000007,0,-118.325488,34.194832,-118.325488,34.194832,-118.375488,34.144832,-118.275488,34.244832,1819 Grismer,Burbank, ,91504,221-002202,TH,Burbank Housing Corporation,Linden House,C,0,SMF,Youth,NA,Youth (Emancipated Foster Youth),No,1,1819 Grismer, ,Burbank,91504,60456,Laurie Bleick,Director,(818) 845-7671,lauriebjb@yahoo.com,SPA 2,SD 5,NA,310600,4, ,4, , 
503,M,100,A,"7817 Lankershim Blvd, Los Angeles, CA, 91605",L,7817,7801,7899, , ,Lankershim,Blvd, , ,Los Angeles, ,CA,91605, ,USA,ENG,StreetAddress,6984000010,0,-118.387847,34.21243,-118.387847,34.21243,-118.437847,34.16243,-118.337847,34.26243,7817 Lankershim Blvd.,Los Angeles, ,91605,026-006886,OPH,LA Family Housing Corporation,Homeless Section 8 Voucher Program (HACLA) - Scattered Sites,C,0,SMF+HC,Family,NA,NA,Yes,1,7817 Lankershim Blvd., ,Los Angeles,91605,62118,John Horn,VP of Programs,(818) 982-4091,jhorn@lafh.org,SPA 2,SD 3,CD 6,121800,109, ,109, , 
504,M,92.5,A,"14303 Sylvan St, Van Nuys, CA, 91401",R,14303,14301,14325, , ,Sylvan,St, , ,Van Nuys, ,CA,91401, ,USA,ENG,StreetAddress,6984000022,0,-118.444476,34.18472,-118.444476,34.18472,-118.494476,34.13472,-118.394476,34.23472,14303 SYLVAN ST,Van Nuys, ,91411,104-009459,TH,"San Fernando Valley Community Mental Health Center, Inc.",Sylvan Place Co-Op,C,0,SMF,Individual,NA,Mentally Ill,No,0.63,14303 SYLVAN ST, ,Van Nuys,91411,62118,Bonnie Roth,Asst. Director of Homeless Continuum,(818) 901-4836,broth@sfvcmhc.org,SPA 2,SD 3,CD 6,128210,57, ,36, , 
505,M,100,A,"7817 Lankershim Blvd, Los Angeles, CA, 91605",L,7817,7801,7899, , ,Lankershim,Blvd, , ,Los Angeles, ,CA,91605, ,USA,ENG,StreetAddress,6984000010,0,-118.387847,34.21243,-118.387847,34.21243,-118.437847,34.16243,-118.337847,34.26243,7817 Lankershim Blvd.,Los Angeles, ,91605,026-006870,TH,LA Family Housing Corporation,Sydney M. Irmas Transitional Living Center,C,0,HC,Family,NA,NA,Yes,0.86,7817 Lankershim Blvd., ,Los Angeles,91605,62118,Kris Freed,Director of Homeless Services for Families,(818) 982-4091,kfreed@lafh.org,SPA 2,SD 3,CD 6,121800,21, ,18, , 
506,M,100,A,"7817 Lankershim Blvd, Los Angeles, CA, 91605",L,7817,7801,7899, , ,Lankershim,Blvd, , ,Los Angeles, ,CA,91605, ,USA,ENG,StreetAddress,6984000010,0,-118.387847,34.21243,-118.387847,34.21243,-118.437847,34.16243,-118.337847,34.26243,7817 Lankershim Blvd.,Los Angeles, ,91605,026-006867,TH,LA Family Housing Corporation,GPD - Project Home Again: The Family Shelter Expansion,C,0,HC,Family,NA,NA,Yes,0.8,7817 Lankershim Blvd., ,Los Angeles,91605,62118,Kris Freed,Director of Homeless Services for Families,(818) 982-4091,kfreed@lafh.org,SPA 2,SD 3,CD 6,121800,209, ,167, ,Veterans
507,M,100,A,"7817 Lankershim Blvd, North Hollywood, CA, 91605",L,7817,7801,7899, , ,Lankershim,Blvd, , ,North Hollywood, ,CA,91605, ,USA,ENG,StreetAddress,6984000010,0,-118.387847,34.21243,-118.387847,34.21243,-118.437847,34.16243,-118.337847,34.26243,7817 Lankershim Blvd.,North Hollywood, ,91605,026-006869,ES,LA Family Housing Corporation,Crisis Housing,C,Facility-based beds,HC,Family,NA,NA,Yes,0.53,7817 Lankershim Blvd., ,North Hollywood,91605,62118,Kris Freed,Director of Homeless Services for Families,(818) 982-4091,kfreed@lafh.org,SPA 2,SD 3,CD 6,121800,60, ,32, , 
508,M,92.5,A,"14203 Sylvan St, Van Nuys, CA, 91401",R,14203,14101,14299, , ,Sylvan,St, , ,Van Nuys, ,CA,91401, ,USA,ENG,StreetAddress,6984000017,0,-118.44223,34.184721,-118.44223,34.184721,-118.49223,34.134721,-118.39223,34.234721,14203 SYLVAN ST,Van Nuys, ,91411,104-009454,TH,"San Fernando Valley Community Mental Health Center, Inc.",Project New Start,C,0,SMF,Individual,NA,Multi-Diagnosed,Yes,0.5,14203 SYLVAN ST, ,Van Nuys,91411,62118,Bonnie Roth,Asst. Director of Homeless Continuum,(818) 901-4836,broth@sfvcmhc.org,SPA 2,SD 3,CD 6,128210,30, ,15, , 
509,M,100,A,"7817 Lankershim Blvd, Los Angeles, CA, 91605",L,7817,7801,7899, , ,Lankershim,Blvd, , ,Los Angeles, ,CA,91605, ,USA,ENG,StreetAddress,6984000010,0,-118.387847,34.21243,-118.387847,34.21243,-118.437847,34.16243,-118.337847,34.26243,7817 Lankershim Blvd.,Los Angeles, ,91605,026-006887,RRH,LA Family Housing Corporation,New Lease Program,C,0,HC,Family,NA,NA,Yes,0.94,7817 Lankershim Blvd., ,Los Angeles,91605,62118,Kris Freed,Director of Homeless Services for Families,(818) 982-4091,kfreed@lafh.org,SPA 2,SD 3,CD 6,121800,36, ,34, , 
510,M,100,A,"13131 Barbara Ann St, North Hollywood, CA, 91605",R,13131,13101,13199, , ,Barbara Ann,St, , ,North Hollywood, ,CA,91605, ,USA,ENG,StreetAddress,6984000017,0,-118.418851,34.200296,-118.418851,34.200296,-118.468851,34.150296,-118.368851,34.250296,13131 Barbara Ann Street,North Hollywood, ,91605,140-003773,PSH,County of Los Angeles Department of Mental Health,Shelter Plus Care Good Samaritan Bonus**,C,0,SMF+HC,Family,NA,Mentally Ill,Yes,1,13131 Barbara Ann Street, ,North Hollywood,91605,62118,Anu Sahni,Health Program Analyst I,(213) 480-3608,asahni@dmh.lacounty.gov,SPA 2,SD 3,CD 2,123410,99, ,99, , 
511,M,100,A,"7843 Lankershim Blvd, North Hollywood, CA, 91605",L,7843,7801,7899, , ,Lankershim,Blvd, , ,North Hollywood, ,CA,91605, ,USA,ENG,StreetAddress,6984000010,0,-118.38785,34.212874,-118.38785,34.212874,-118.43785,34.162874,-118.33785,34.262874,7843 Lankershim Blvd.,North Hollywood, ,91605,026-006900,ES,LA Family Housing Corporation,Hillview FSP,C,Facility-based beds,SMF,Individual,NA, ,No,0.5,7843 Lankershim Blvd., ,North Hollywood,91605,62118,Kris Freed,Director of Homeless Services for Families,(818) 982-4090,kfreed@lafh.org,SPA 2,SD 3,CD 6,121800,8, ,4, , 
512,M,100,A,"7817 Lankershim Blvd, North Hollywood, CA, 91605",L,7817,7801,7899, , ,Lankershim,Blvd, , ,North Hollywood, ,CA,91605, ,USA,ENG,StreetAddress,6984000010,0,-118.387847,34.21243,-118.387847,34.21243,-118.437847,34.16243,-118.337847,34.26243,7817 Lankershim Blvd.,North Hollywood, ,91605,026-006899,ES,LA Family Housing Corporation,Crisis Housing - Motel Vouchers (SPA 2),C,Voucher beds,HC,Family,NA, ,Yes,0.06,7817 Lankershim Blvd., ,North Hollywood,91605,62118,John Horn,VP of Programs,(818) 982-4090,jhorn@lafh.org,SPA 2,SD 3,CD 6,121800,176, ,11, , 
513,M,100,PP, , , , , , , , , , , , , , , , , , , , ,0,-117.720596,34.098645,0,0,0,0,0,0,P.O. BOX 459,CLAREMONT, ,91711,022-005951,ES,House of Ruth (Claremont),Emergency Shelter for Battered Women,C,Facility-based beds,SFHC,Family,DV,NA,No,0.43,P.O. Box 459, ,Claremont,91711,69037,Sue Aebischer,Executive Director,(909) 868-8008,saebischer@houseofruthinc.org,SPA 3,SD 1,NA,401902,35, ,15, , 
514,M,100,A,"7843 Lankershim Blvd, North Hollywood, CA, 91605",L,7843,7801,7899, , ,Lankershim,Blvd, , ,North Hollywood, ,CA,91605, ,USA,ENG,StreetAddress,6984000010,0,-118.38785,34.212874,-118.38785,34.212874,-118.43785,34.162874,-118.33785,34.262874,7843 Lankershim Blvd.,North Hollywood, ,91605,026-006897,ES,LA Family Housing Corporation,Cornerstone FSP,C,Facility-based beds,SMF,Individual,NA, ,No,0.38,7843 Lankershim Blvd., ,North Hollywood,91605,62118,Kris Freed,Director of Homeless Services for Families,(818) 982-4089,kfreed@lafh.org,SPA 2,SD 3,CD 6,121800,8, ,3, , 
515,M,100,A,"6428 Whitsett Ave, North Hollywood, CA, 91606",R,6428,6424,6488, , ,Whitsett,Ave, , ,North Hollywood, ,CA,91606, ,USA,ENG,StreetAddress,6984000017,0,-118.405199,34.187544,-118.405199,34.187544,-118.455199,34.137544,-118.355199,34.237544,6428 WHITSETT AVE,North Hollywood, ,91606,083-011265,TH,Volunteers of America of Los Angeles,ILP Women's Care Cottage,C,0,SF,Youth,NA,Youth (Emancipated Foster Youth),Yes,0.94,6428 WHITSETT AVE, ,North Hollywood,91606,62118,Johnny Glanton,Program Manager,(310) 204-0690,jglanton@voala.org,SPA 2,SD 3,CD 2,123800,16, ,15, , 
516,M,100,A,"7843 Lankershim Blvd, North Hollywood, CA, 91605",L,7843,7801,7899, , ,Lankershim,Blvd, , ,North Hollywood, ,CA,91605, ,USA,ENG,StreetAddress,6984000010,0,-118.38785,34.212874,-118.38785,34.212874,-118.43785,34.162874,-118.33785,34.262874,7843 Lankershim Blvd.,North Hollywood, ,91605,026-006871,TH,LA Family Housing Corporation,GPD - LA Valley Shelter,C,0,SMF,Individual,NA,NA,Yes,1.02,7843 Lankershim Blvd., ,North Hollywood,91605,62118,Megan Engstrom,Quality Assurance Manager,(818) 982-4091,mengstrom@lafh.org,SPA 2,SD 3,CD 6,121800,135, ,138, ,Veterans
517,M,100,A,"7843 Lankershim Blvd, North Hollywood, CA, 91605",L,7843,7801,7899, , ,Lankershim,Blvd, , ,North Hollywood, ,CA,91605, ,USA,ENG,StreetAddress,6984000010,0,-118.38785,34.212874,-118.38785,34.212874,-118.43785,34.162874,-118.33785,34.262874,7843 Lankershim Blvd.,North Hollywood, ,91605,026-006872,ES,LA Family Housing Corporation,Year Round Shelter Program,C,Facility-based beds,SMF,Individual,NA,NA,Yes,1.03,7843 Lankershim Blvd., ,North Hollywood,91605,62118,Megan Engstrom,Quality Assurance Manager,(818) 982-4091,mengstrom@lafh.org,SPA 2,SD 3,CD 6,121800,88, ,91, , 
518,M,100,A,"7843 Lankershim Blvd, North Hollywood, CA, 91605",L,7843,7801,7899, , ,Lankershim,Blvd, , ,North Hollywood, ,CA,91605, ,USA,ENG,StreetAddress,6984000010,0,-118.38785,34.212874,-118.38785,34.212874,-118.43785,34.162874,-118.33785,34.262874,7843 Lankershim Blvd.,North Hollywood, ,91605,026-006878,ES,LA Family Housing Corporation,DPSS General Relief,C,Facility-based beds,SMF,Individual,NA,NA,No,0.25,7843 Lankershim Blvd., ,North Hollywood,91605,62118,Megan Engstrom,Quality Assurance Manager,(818) 982-4091,mengstrom@lafh.org,SPA 2,SD 3,CD 6,121800,20, ,5, , 
519,M,100,A,"7843 Lankershim Blvd, North Hollywood, CA, 91605",L,7843,7801,7899, , ,Lankershim,Blvd, , ,North Hollywood, ,CA,91605, ,USA,ENG,StreetAddress,6984000010,0,-118.38785,34.212874,-118.38785,34.212874,-118.43785,34.162874,-118.33785,34.262874,7843 Lankershim Blvd.,North Hollywood, ,91605,026-006894,RRH,LA Family Housing Corporation,Family Rental Subsidies Program,C,0,HC,Family,NA, ,No,1,7843 Lankershim Blvd., ,North Hollywood,91605,62118,Kris Freed,Director of Homeless Services for Familes,(818) 982-4092,kfreed@lafh.org,SPA 2,SD 3,CD 6,121800,45, ,45, , 
520,M,100,A,"7817 Lankershim Blvd, North Hollywood, CA, 91605",L,7817,7801,7899, , ,Lankershim,Blvd, , ,North Hollywood, ,CA,91605, ,USA,ENG,StreetAddress,6984000010,0,-118.387847,34.21243,-118.387847,34.21243,-118.437847,34.16243,-118.337847,34.26243,7817 Lankershim Blvd,North Hollywood, ,91605,026-006895,RRH,LA Family Housing Corporation,First 5 LA Rental Assistance RRH Round 2,N,0,HC,Family,NA, ,No,1,7817 Lankershim Blvd, ,North Hollywood,91605,62118,John Horn,VP of Programs,(818) 982-4092,jhorn@lafh.org,SPA 2,SD 3,CD 6,121800,215, ,215, , 
